Feature_ID,Accession,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Accession_RNA,Accession_Protein,GeneID,Symbol,Alias,Type,Location,Description
2440,XP_011530052.1;XP_011530053.1;XP_011530054.1;XP_011530055.1,0,0,0,XM_011531750 XM_011531751 XM_011531752 XM_011531753,XP_011530052 XP_011530053 XP_011530054 XP_011530055,22902,RUFY3,RIPX SINGAR1 ZFYVE30,protein-coding,4q13.3,RUN and FYVE domain containing 3
2441,XP_006720073.1,0,0,0,XM_006720010,XP_006720073,10979,FERMT2,KIND2 MIG2 PLEKHC1 UNC112 UNC112B mig-2,protein-coding,14q22.1,fermitin family member 2
2442,XP_011524413.1;NP_065905.2,0,0,0,NM_020854 XM_011526111,NP_065905 XP_011524413,57614,KIAA1468,HsT3308 HsT885,protein-coding,18q21.33,KIAA1468
2443,XP_016873321.1;NP_009036.2;XP_016873322.1;XP_016873323.1;XP_016873324.1;XP_016873325.1;NP_001289791.1,0,0,0,NM_001302862 NM_007105 XM_017017832 XM_017017833 XM_017017834 XM_017017835 XM_017017836,NP_001289791 NP_009036 XP_016873321 XP_016873322 XP_016873323 XP_016873324 XP_016873325,5003,SLC22A18AS,BWR1B BWSCR1B ORCTL2S SLC22A1LS p27-BWR1B,protein-coding,11p15.4,solute carrier family 22 member 18 antisense
2444,XP_011509485.1,0,0,0,XM_011511183,XP_011509485,4036,LRP2,DBS GP330,protein-coding,2q31.1,LDL receptor related protein 2
2445,NP_001243718.1;NP_005174.2;XP_011542285.1;NP_001243719.1,0,0,0,NM_001256789 NM_001256790 NM_005183 XM_011543983,NP_001243718 NP_001243719 NP_005174 XP_011542285,778,CACNA1F,AIED COD3 COD4 CORDX CORDX3 CSNB2 CSNB2A CSNBX2 Cav1.4 Cav1.4alpha1 JM8 JMC8 OA2,protein-coding,Xp11.23,calcium voltage-gated channel subunit alpha1 F
2446,NP_001186195.1;NP_003637.2;NP_001186197.1;NP_001186196.1,0,0,0,NM_001199266 NM_001199267 NM_001199268 NM_003646,NP_001186195 NP_001186196 NP_001186197 NP_003637,8525,DGKZ,DAGK5 DAGK6 DGK-ZETA hDGKzeta,protein-coding,11p11.2,diacylglycerol kinase zeta
2447,NP_001002292.3;XP_011540493.1;NP_079187.3,0,0,0,NM_001002292 NM_024911 XM_011542191,NP_001002292 NP_079187 XP_011540493,79971,WLS,C1orf139 EVI GPR177 MRP mig-14,protein-coding,1p31.3,wntless Wnt ligand secretion mediator
2448,NP_003960.1,0,0,0,NM_003969,NP_003960,9040,UBE2M,UBC-RS2 UBC12 hUbc12,protein-coding,19q13.43,ubiquitin conjugating enzyme E2 M
2449,NP_001141.2;XP_005254949.1;XP_011519775.1,0,0,0,NM_001150 XM_005254892 XM_011521473,NP_001141 XP_005254949 XP_011519775,290,ANPEP,APN CD13 GP150 LAP1 P150 PEPN,protein-coding,15q26.1,"alanyl aminopeptidase, membrane"
2450,NP_004757.1,0,0,0,NM_004766,NP_004757,9276,COPB2,beta'-COP,protein-coding,3q23,coatomer protein complex subunit beta 2
2451,NP_000419.1,0,0,0,NM_000428,NP_000419,4053,LTBP2,C14orf141 GLC3D LTBP3 MSPKA MSTP031 WMS3,protein-coding,14q24.3,latent transforming growth factor beta binding protein 2
2452,NP_001181875.1;NP_001181876.1;NP_937884.1;NP_001278086.1,0,0,0,NM_001194946 NM_001194947 NM_001291157 NM_198241,NP_001181875 NP_001181876 NP_001278086 NP_937884,1981,EIF4G1,EIF-4G1 EIF4F EIF4G EIF4GI P220 PARK18,protein-coding,3q27.1,eukaryotic translation initiation factor 4 gamma 1
2453,XP_011522391.1,0,0,0,XM_011524089,XP_011522391,9720,CCDC144A,---,protein-coding,17p11.2,coiled-coil domain containing 144A
2454,NP_055215.2,0,0,0,NM_014400,NP_055215,27076,LYPD3,C4.4A,protein-coding,19q13.31,LY6/PLAUR domain containing 3
2455,NP_006727.2,0,0,0,NM_006736,NP_006727,3300,DNAJB2,CMT2T DSMA5 HSJ-1 HSJ1 HSPF3,protein-coding,2q35,DnaJ heat shock protein family (Hsp40) member B2
2456,NP_056256.1;NP_001284642.1;XP_005245132.1,0,0,0,NM_001297713 NM_015441 XM_005245075,NP_001284642 NP_056256 XP_005245132,25903,OLFML2B,---,protein-coding,1q23.3,olfactomedin like 2B
2457,XP_016864450.1;NP_068817.1;XP_006714586.1,0,0,0,NM_021982 XM_006714523 XM_017008961,NP_068817 XP_006714586 XP_016864450,10802,SEC24A,---,protein-coding,5q31.1,"SEC24 homolog A, COPII coat complex component"
2458,XP_016878682.1;NP_037434.1;XP_016878683.1;XP_016855120.1;XP_016855121.1;XP_005276554.1;XP_016855122.1;XP_016855123.1,0,0,0,NM_013302 XM_017023193 XM_017023194 XM_005276497 XM_016999631 XM_016999632 XM_016999633 XM_016999634,NP_037434 XP_016878682 XP_016878683 XP_005276554 XP_016855120 XP_016855121 XP_016855122 XP_016855123,29904 101930123,EEF2K LOC101930123,HSU93850 eEF-2K,protein-coding,16p12.2,eukaryotic elongation factor 2 kinase
2459,REV__XP_016856220.1,0,2,0,---,---,---,---,---,---,---,---
2460,NP_004582.1;NP_001123518.1,0,0,0,NM_001130046 NM_004591,NP_001123518 NP_004582,6364,CCL20,CKb4 Exodus LARC MIP-3-alpha MIP-3a MIP3A SCYA20 ST38,protein-coding,2q36.3,C-C motif chemokine ligand 20
2461,XP_016868473.1,0,0,0,XM_017012984,XP_016868473,11030,RBPMS,HERMES,protein-coding,8p12,RNA binding protein with multiple splicing
2462,NP_001180236.1;NP_060124.2,0,0,0,NM_001193307 NM_017654,NP_001180236 NP_060124,54809,SAMD9,C7orf5 DRIF1 MIRAGE NFTC OEF1 OEF2,protein-coding,7q21.2,sterile alpha motif domain containing 9
2463,NP_112243.1,0,0,0,NM_030981,NP_112243,81876,RAB1B,---,protein-coding,11q13.2,"RAB1B, member RAS oncogene family"
2464,REV__NP_001597.2,0,2,0,---,---,---,---,---,---,---,---
2465,XP_016870772.1;NP_612370.3;NP_001005373.1;NP_001005374.1,0,0,0,NM_001005373 NM_001005374 NM_138361 XM_017015283,NP_001005373 NP_001005374 NP_612370 XP_016870772,90678,LRSAM1,CMT2P RIFLE TAL,protein-coding,9q33.3-q34.11,leucine rich repeat and sterile alpha motif containing 1
2466,NP_055639.2,0,0,0,NM_014824,NP_055639,9873,FCHSD2,NWK SH3MD3,protein-coding,11q13.4,FCH and double SH3 domains 2
2467,REV__XP_005265230.1,0,2,0,---,---,---,---,---,---,---,---
2468,XP_005257801.1;XP_016880725.1;NP_116254.4,0,0,0,NM_032865 XM_005257744 XM_017025236,NP_116254 XP_005257801 XP_016880725,84951,TNS4,CTEN PP14434,protein-coding,17q21.2,tensin 4
2469,NP_001002032.1;NP_001275540.1,0,0,0,NM_001002032 NM_001288611,NP_001002032 NP_001275540,51155,HN1,ARM2 HN1A,protein-coding,17q25.1,hematological and neurological expressed 1
2470,NP_004121.2;NP_001171649.1,0,0,0,NM_001184720 NM_004130,NP_001171649 NP_004121,2992,GYG1,GSD15 GYG,protein-coding,3q24,glycogenin 1
2471,NP_001291217.1;NP_002286.2,0,0,0,NM_001304288 NM_002295,NP_001291217 NP_002286,3921,RPSA,37LRP 67LR ICAS LAMBR LAMR1 LBP LBP/p40 LRP LRP/LR NEM/1CHD4 SA lamR p40,protein-coding,3p22.1,ribosomal protein SA
2472,REV__XP_011508539.1,0,2,0,---,---,---,---,---,---,---,---
2473,XP_016860590.1;XP_016860591.1,0,0,0,XM_017005101 XM_017005102,XP_016860590 XP_016860591,84289,ING5,p28ING5,protein-coding,2q37.3,inhibitor of growth family member 5
2474,NP_001121056.1;NP_001121055.1;NP_057246.2;NP_001121054.1,0,0,0,NM_001127582 NM_001127583 NM_001127584 NM_016162,NP_001121054 NP_001121055 NP_001121056 NP_057246,51147,ING4,my036 p29ING4,protein-coding,12p13.31,inhibitor of growth family member 4
2475,NP_060662.2,0,0,0,NM_018192,NP_060662,55214,P3H2,LEPREL1 MCVD MLAT4,protein-coding,3q28,prolyl 3-hydroxylase 2
2476,XP_011518053.1,0,0,0,XM_011519751,XP_011518053,84930,MASTL,GREATWALL GW GWL MAST-L THC2,protein-coding,10p12.1,microtubule associated serine/threonine kinase like
2477,REV__NP_071451.2,0,2,0,---,---,---,---,---,---,---,---
2478,NP_066976.1;XP_016881200.1;XP_011524233.1,0,0,0,NM_021153 XM_011525931 XM_017025711,NP_066976 XP_011524233 XP_016881200,28513,CDH19,CDH7 CDH7L2,protein-coding,18q22.1,cadherin 19
2479,NP_149079.2,0,0,0,NM_033088,NP_149079,85369,STRIP1,FAM40A FAR11A,protein-coding,1p13.3,striatin interacting protein 1
2480,NP_066932.1,0,0,0,NM_021109,NP_066932,7114,TMSB4X,FX PTMB4 TB4X TMSB4,protein-coding,Xp22.2,"thymosin beta 4, X-linked"
2481,NP_061852.3;XP_016875326.1;XP_006719066.1;XP_016875323.1;XP_016875327.1;NP_055638.2;XP_011519308.1;XP_016875324.1;XP_011519310.1;XP_016875328.1;XP_011519309.1;XP_016875325.1;XP_011519311.1,0,0,0,NM_014823 NM_018979 XM_006719003 XM_011521006 XM_011521007 XM_011521008 XM_011521009 XM_017019834 XM_017019835 XM_017019836 XM_017019837 XM_017019838 XM_017019839,NP_055638 NP_061852 XP_006719066 XP_011519308 XP_011519309 XP_011519310 XP_011519311 XP_016875323 XP_016875324 XP_016875325 XP_016875326 XP_016875327 XP_016875328,65125,WNK1,HSAN2 HSN2 KDP PPP1R167 PRKWNK1 PSK p65,protein-coding,12p13.33,WNK lysine deficient protein kinase 1
2482,NP_001243439.1;NP_001243440.1;NP_001243441.1;NP_001243442.1;NP_003134.1,0,0,0,NM_001256510 NM_001256511 NM_001256512 NM_001256513 NM_003143,NP_001243439 NP_001243440 NP_001243441 NP_001243442 NP_003134,6742,SSBP1,Mt-SSB SOSS-B1 SSBP mtSSB,protein-coding,7q34,single stranded DNA binding protein 1
2483,NP_060422.4,0,0,0,NM_017952,NP_060422,55037,PTCD3,MRP-S39,protein-coding,2p11.2,pentatricopeptide repeat domain 3
2484,NP_004272.2,0,0,0,NM_004281,NP_004272,9531,BAG3,BAG-3 BIS CAIR-1 MFM6,protein-coding,10q26.11,BCL2 associated athanogene 3
2485,NP_065851.1,0,0,0,NM_020800,NP_065851,57560,IFT80,ATD2 SRTD2 WDR56,protein-coding,3q25.33,intraflagellar transport 80
2486,REV__NP_003744.1,0,2,0,---,---,---,---,---,---,---,---
2487,NP_001415.1;XP_006720927.1,0,0,0,NM_001424 XM_006720864,NP_001415 XP_006720927,2013,EMP2,XMP,protein-coding,16p13.13,epithelial membrane protein 2
2488,NP_061879.2;NP_001229840.1;NP_001229841.1;NP_001229842.1;NP_001229843.1;NP_001229844.1;NP_001229845.1;XP_011519986.1;NP_001229848.1;NP_001229846.1,0,0,0,NM_001242911 NM_001242912 NM_001242913 NM_001242914 NM_001242915 NM_001242916 NM_001242917 NM_001242919 NM_019006 XM_011521684,NP_001229840 NP_001229841 NP_001229842 NP_001229843 NP_001229844 NP_001229845 NP_001229846 NP_001229848 NP_061879 XP_011519986,54469,ZFAND6,AWP1 ZA20D3 ZFAND5B,protein-coding,15q25.1,zinc finger AN1-type containing 6
2489,XP_011524044.1;NP_001013455.1;XP_011524046.1;NP_112493.2,0,0,0,NM_001013437 NM_031216 XM_011525742 XM_011525744,NP_001013455 NP_112493 XP_011524044 XP_011524046,81929,SEH1L,SEC13L SEH1A SEH1B Seh1,protein-coding,18p11.21,SEH1 like nucleoporin
2490,XP_006722928.1,0,0,0,XM_006722865,XP_006722928,7171,TPM4,HEL-S-108,protein-coding,19p13.12-p13.11,tropomyosin 4
2491,NP_001159864.1;NP_006661.1;XP_011534399.1,0,0,0,NM_001166392 NM_006670 XM_011536097,NP_001159864 NP_006661 XP_011534399,7162,TPBG,5T4 5T4AG M6P1 WAIF1,protein-coding,6q14.1,trophoblast glycoprotein
2492,NP_057581.2,0,0,0,NM_016497,NP_057581,51258,MRPL51,CDA09 HSPC241 MRP64 bMRP64,protein-coding,12p13.31,mitochondrial ribosomal protein L51
2493,XP_016856569.1,0,0,0,XM_017001080,XP_016856569,284656,EPHA10,---,protein-coding,1p34.3,EPH receptor A10
2494,REV__NP_056502.1,0,2,0,---,---,---,---,---,---,---,---
2495,NP_060445.3;NP_001274752.1;NP_001274750.1;NP_001274751.1,0,0,0,NM_001287821 NM_001287822 NM_001287823 NM_017975,NP_001274750 NP_001274751 NP_001274752 NP_060445,55055,ZWILCH,KNTC1AP hZwilch,protein-coding,15q22.31,zwilch kinetochore protein
2496,XP_006710819.1,0,0,0,XM_006710756,XP_006710819,55624,POMGNT1,GNTI.2 GnT-I.2 LGMD2O MEB MGAT1.2 RP76 gnT-I.2,protein-coding,1p34.1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
2497,NP_524558.1,0,0,0,NM_079834,NP_524558,113178,SCAMP4,SCAMP-4,protein-coding,19p13.3,secretory carrier membrane protein 4
2498,NP_061982.3;XP_016878946.1,0,0,0,NM_019109 XM_017023457,NP_061982 XP_016878946,56052,ALG1,CDG1K HMAT1 HMT-1 HMT1 MT-1 Mat-1 hMat-1,protein-coding,16p13.3,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase"
2499,NP_076933.3;NP_001287983.1,0,0,0,NM_001301054 NM_024028,NP_001287983 NP_076933,78991,PCYOX1L,---,protein-coding,5q32,prenylcysteine oxidase 1 like
2500,NP_060716.2,0,0,0,NM_018246,NP_060716,55246,CCDC25,---,protein-coding,8p21.1,coiled-coil domain containing 25
2502,XP_016877641.1;NP_002216.2,0,0,0,NM_002225 XM_017022152,NP_002216 XP_016877641,3712,IVD,ACAD2,protein-coding,15q15.1,isovaleryl-CoA dehydrogenase
2503,NP_001863.3,0,0,0,NM_001872,NP_001863,1361,CPB2,CPU PCPB TAFI,protein-coding,13q14.13,carboxypeptidase B2
2504,NP_067071.1;XP_011527296.1;XP_011527297.1,0,0,0,NM_021248 XM_011528994 XM_011528995,NP_067071 XP_011527296 XP_011527297,64405,CDH22,C20orf25 dJ998H6.1,protein-coding,20q13.12,cadherin 22
2505,NP_001242982.1;NP_055730.2,0,0,0,NM_001256053 NM_014915,NP_001242982 NP_055730,22852,ANKRD26,THC2 bA145E8.1,protein-coding,10p12.1,ankyrin repeat domain 26
2506,NP_277052.1,0,0,0,NM_033517,NP_277052,85358,SHANK3,DEL22q13.3 PROSAP2 PSAP2 SCZD15 SPANK-2,protein-coding,22q13.33,SH3 and multiple ankyrin repeat domains 3
2507,XP_011542830.1;XP_011542831.1;XP_011542832.1;XP_011542835.1;XP_011542836.1;XP_011542837.1;XP_006716399.1;XP_006716403.1;XP_011542834.1,0,0,0,XM_006716336 XM_006716340 XM_011544528 XM_011544529 XM_011544530 XM_011544532 XM_011544533 XM_011544534 XM_011544535,XP_006716399 XP_006716403 XP_011542830 XP_011542831 XP_011542832 XP_011542834 XP_011542835 XP_011542836 XP_011542837,5108,PCM1,PTC4 RET/PCM-1,protein-coding,8p22,pericentriolar material 1
2508,XP_006720482.1;NP_037359.3;XP_011519615.1;XP_011519616.1,0,0,0,NM_013227 XM_006720419 XM_011521313 XM_011521314,NP_037359 XP_006720482 XP_011519615 XP_011519616,176,ACAN,AGC1 AGCAN CSPG1 CSPGCP MSK16 SEDK,protein-coding,15q26.1,aggrecan
2509,NP_006244.2;XP_005253966.1,0,0,0,NM_006253 XM_005253909,NP_006244 XP_005253966,5564,PRKAB1,AMPK HAMPKb,protein-coding,12q24.23,protein kinase AMP-activated non-catalytic subunit beta 1
2510,NP_112740.1,0,0,0,NM_031372,NP_112740,9987,HNRNPDL,HNRNP HNRPDL JKTBP JKTBP2 LGMD1G laAUF1,protein-coding,4q21.22,heterogeneous nuclear ribonucleoprotein D like
2511,NP_000024.2,0,0,0,NM_000033,NP_000024,215,ABCD1,ABC42 ALD ALDP AMN,protein-coding,Xq28,ATP binding cassette subfamily D member 1
2512,NP_066188.1;NP_000690.1,0,0,0,NM_000699 NM_020978,NP_000690 NP_066188,279 280,AMY2A AMY2B,AMY2 PA AMY3 HXA,protein-coding,1p21.1,"amylase, alpha 2A (pancreatic) ||| amylase, alpha 2B (pancreatic)"
2513,XP_005263432.1;XP_016864361.1;XP_005263431.1,0,0,0,XM_005263374 XM_005263375 XM_017008872,XP_005263431 XP_005263432 XP_016864361,987,LRBA,BGL CDC4L CVID8 LAB300 LBA,protein-coding,4q31.3,LPS responsive beige-like anchor protein
2514,NP_001275891.1;NP_004231.1,0,0,0,NM_001288962 NM_004240,NP_001275891 NP_004231,9322,TRIP10,CIP4 HSTP STOT STP TRIP-10,protein-coding,19p13.3,thyroid hormone receptor interactor 10
2515,NP_000387.1,0,0,0,NM_000396,NP_000387,1513,CTSK,CTS02 CTSO CTSO1 CTSO2 PKND PYCD,protein-coding,1q21.3,cathepsin K
2516,NP_004070.3,0,0,0,NM_004079,NP_004070,1520,CTSS,---,protein-coding,1q21.3,cathepsin S
2517,NP_001291317.1,0,0,0,NM_001304388,NP_001291317,283685,GOLGA6L2,CT105,protein-coding,15q11.2,golgin A6 family-like 2
2518,NP_065741.3;NP_060217.1,0,0,0,NM_017747 NM_020690,NP_060217 NP_065741,54882 404734,ANKHD1 ANKHD1-EIF4EBP3,MASK MASK1 PP2500 VBARP MASK-BP3 MASK-BP3ARF,protein-coding,5q31.3,ankyrin repeat and KH domain containing 1 ||| ANKHD1-EIF4EBP3 readthrough
2519,XP_016883153.1;NP_536724.1,0,0,0,NM_080476 XM_017027664,NP_536724 XP_016883153,128869,PIGU,CDC91L1 GAB1,protein-coding,20q11.22,phosphatidylinositol glycan anchor biosynthesis class U
2520,NP_037462.1;NP_932076.1;XP_016856588.1,0,0,0,NM_013330 NM_197972 XM_017001099,NP_037462 NP_932076 XP_016856588,29922,NME7,CFAP67 MN23H7 NDK-7 NDK7 nm23-H7,protein-coding,1q24.2,NME/NM23 family member 7
2521,NP_001265661.1,0,0,0,NM_001278732,NP_001265661,23438,HARS2,HARSL HARSR HO3 PRLTS2,protein-coding,5q31.3,"histidyl-tRNA synthetase 2, mitochondrial"
2522,NP_004087.1,0,0,0,NM_004096,NP_004087,1979,EIF4EBP2,4EBP2 PHASII,protein-coding,10q22.1,eukaryotic translation initiation factor 4E binding protein 2
2523,NP_003189.2,0,0,0,NM_003198,NP_003189,6924,ELOA,SIII SIII-p110 TCEB3 TCEB3A,protein-coding,1p36.11,elongin A
2524,NP_003185.1;NP_001165556.1,0,0,0,NM_001172085 NM_003194,NP_001165556 NP_003185,6908,TBP,GTF2D GTF2D1 HDL4 SCA17 TFIID,protein-coding,6q27,TATA-box binding protein
2525,NP_006864.2;NP_001185524.1,0,0,0,NM_001198595 NM_006873,NP_001185524 NP_006864,11037,STON1,SALF SBLF STN1 STNB1,protein-coding,2p16.3,stonin 1
2526,NP_003016.1,0,0,0,NM_003025,NP_003016,6455,SH3GL1,CNSA1 EEN SH3D2B SH3P8,protein-coding,19p13.3,"SH3 domain containing GRB2 like 1, endophilin A2"
2527,NP_001122322.1;NP_004156.1,0,0,0,NM_001128850 NM_004165,NP_001122322 NP_004156,6236,RRAD,RAD RAD1 REM3,protein-coding,16q22.1,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"
2528,NP_612485.2,0,0,0,NM_138476,NP_612485,145553,MDP1,FN6PASE MDP-1,protein-coding,14q12,magnesium dependent phosphatase 1
2529,NP_060695.2,0,0,0,NM_018225,NP_060695,55234,SMU1,BWD SMU-1 fSAP57,protein-coding,9p21.1,DNA replication regulator and spliceosomal factor
2530,NP_002559.2;XP_005250918.1,0,0,0,NM_002568 XM_005250861,NP_002559 XP_005250918,26986,PABPC1,PAB1 PABP PABP1 PABPC2 PABPL1,protein-coding,8q22.3,poly(A) binding protein cytoplasmic 1
2531,NP_001273349.1;NP_057538.1,0,0,0,NM_001286420 NM_016454,NP_001273349 NP_057538,51234,EMC4,PIG17 TMEM85,protein-coding,15q14,ER membrane protein complex subunit 4
2532,NP_001165909.1,0,0,0,NM_001172438,NP_001165909,23089,PEG10,EDR HB-1 MEF3L Mar2 Mart2 RGAG3,protein-coding,7q21.3,paternally expressed 10
2533,NP_001143.2,0,0,0,NM_001152,NP_001143,292,SLC25A5,2F1 AAC2 ANT2 T2 T3,protein-coding,Xq24,solute carrier family 25 member 5
2534,REV__NP_001278430.1,0,2,0,---,---,---,---,---,---,---,---
2535,NP_112574.3;XP_006720775.1,0,0,0,NM_031284 XM_006720712,NP_112574 XP_006720775,83440,ADPGK,2610017G09Rik ADP-GK,protein-coding,15q24.1,ADP dependent glucokinase
2536,NP_003029.2,0,0,0,NM_003038,NP_003029,6509,SLC1A4,ASCT1 SATT SPATCCM,protein-coding,2p14,solute carrier family 1 member 4
2537,NP_001307168.1;NP_065901.1;XP_005256127.1,0,0,0,NM_001320239 NM_020850 XM_005256070,NP_001307168 NP_065901 XP_005256127,57610,RANBP10,---,protein-coding,16q22.1,RAN binding protein 10
2538,NP_002370.1,0,0,0,NM_002379,NP_002370,4146,MATN1,CMP CRTM,protein-coding,1p35.2,"matrilin 1, cartilage matrix protein"
2539,NP_878919.2;NP_001008410.1;XP_006712677.1;XP_006712678.1;NP_060704.2;XP_011509705.1,0,0,0,NM_001008410 NM_018234 NM_182915 XM_006712614 XM_006712615 XM_011511403,NP_001008410 NP_060704 NP_878919 XP_006712677 XP_006712678 XP_011509705,55240,STEAP3,AHMIO2 STMP3 TSAP6 dudlin-2 dudulin-2 pHyde,protein-coding,2q14.2,STEAP3 metalloreductase
2540,XP_016878348.1;NP_005872.2;NP_001116429.1;NP_001258855.1,0,0,0,NM_001122957 NM_001271926 NM_005881 XM_017022859,NP_001116429 NP_001258855 NP_005872 XP_016878348,10295,BCKDK,BCKDKD BDK,protein-coding,16p11.2,branched chain ketoacid dehydrogenase kinase
2541,NP_003327.2;NP_001269090.1,0,0,0,NM_001282161 NM_003336,NP_001269090 NP_003327,7319,UBE2A,HHR6A MRXS30 MRXSN RAD6A UBC2,protein-coding,Xq24,ubiquitin conjugating enzyme E2 A
2542,NP_958817.1;NP_001191232.1,0,0,0,NM_001204303 NM_201414,NP_001191232 NP_958817,351,APP,AAA ABETA ABPP AD1 APPI CTFgamma CVAP PN-II PN2,protein-coding,21q21.3,amyloid beta precursor protein
2543,XP_016885057.1;XP_011529275.1;NP_057568.1,0,0,0,NM_016484 XM_011530973 XM_017029568,NP_057568 XP_011529275 XP_016885057,51248,PDZD11,AIPP1 PDZK11 PISP,protein-coding,Xq13.1,PDZ domain containing 11
2544,NP_060167.2;NP_001030087.2,0,0,0,NM_001034915 NM_017697,NP_001030087 NP_060167,54845,ESRP1,RBM35A RMB35A,protein-coding,8q22.1,epithelial splicing regulatory protein 1
2545,REV__NP_542410.2,0,2,0,---,---,---,---,---,---,---,---
2546,NP_060317.3;XP_011507962.1;NP_001157717.1,0,0,0,NM_001164245 NM_017847 XM_011509660,NP_001157717 NP_060317 XP_011507962,54953,C1orf27,ODR4 TTG1 odr-4,protein-coding,1q31.1,chromosome 1 open reading frame 27
2547,XP_011534644.1;NP_065857.1;XP_011534648.1;XP_016876405.1;XP_005267311.1;XP_016876408.1;NP_001019389.1,0,0,0,NM_001024218 NM_020806 XM_005267254 XM_011536342 XM_011536346 XM_017020916 XM_017020919,NP_001019389 NP_065857 XP_005267311 XP_011534644 XP_011534648 XP_016876405 XP_016876408,10243,GPHN,GEPH GPH GPHRYN HKPX1 MOCODC,protein-coding,14q23.3-q24.1,gephyrin
2548,NP_001304712.1;NP_003304.1;XP_005251108.2;XP_011515571.1,0,0,0,NM_001317783 NM_003313 XM_005251051 XM_011517269,NP_001304712 NP_003304 XP_005251108 XP_011515571,7264,TSTA3,FX P35B SDR4E1,protein-coding,8q24.3,tissue specific transplantation antigen P35B
2549,NP_055105.2,0,0,0,NM_014290,NP_055105,23424,TDRD7,CATC4 PCTAIRE2BP TRAP,protein-coding,9q22.33,tudor domain containing 7
2550,XP_016860001.1;XP_005246739.1;NP_001263991.1;XP_006712701.1,0,0,0,NM_001277062 XM_005246682 XM_006712638 XM_017004512,NP_001263991 XP_005246739 XP_006712701 XP_016860001,56947,MFF,C2orf33 EMPF2 GL004,protein-coding,2q36.3,mitochondrial fission factor
2551,NP_612482.2;NP_001238754.1;NP_003100.1;XP_011536998.1,0,0,0,NM_001251825 NM_003109 NM_138473 XM_011538696,NP_001238754 NP_003100 NP_612482 XP_011536998,6667,SP1,---,protein-coding,12q13.13,Sp1 transcription factor
2552,REV__NP_075045.2,0,2,0,---,---,---,---,---,---,---,---
2553,XP_005249000.1;XP_005249004.1;NP_689966.2;NP_001290065.1;XP_011512706.1,0,0,0,NM_001303136 NM_152753 XM_005248943 XM_005248947 XM_011514404,NP_001290065 NP_689966 XP_005249000 XP_005249004 XP_011512706,222663,SCUBE3,CEGF3,protein-coding,6p21.31,"signal peptide, CUB domain and EGF like domain containing 3"
2554,NP_005372.2,0,0,0,NM_005381,NP_005372,4691,NCL,C23,protein-coding,2q37.1,nucleolin
2555,XP_011524028.1,0,0,0,XM_011525726,XP_011524028,63895,PIEZO2,C18orf30 C18orf58 DA3 DA5 DAIPT FAM38B FAM38B2 HsT748 HsT771 MWKS,protein-coding,18p11.22-p11.21,piezo type mechanosensitive ion channel component 2
2556,XP_005247302.1,0,0,0,XM_005247245,XP_005247302,23317,DNAJC13,PARK21 RME8,protein-coding,3q22.1,DnaJ heat shock protein family (Hsp40) member C13
2557,NP_067060.2,0,0,0,NM_021237,NP_067060,58515,SELENOK,HSPC030 HSPC297 SELK,protein-coding,3p21.1,selenoprotein K
2558,NP_054766.1,0,0,0,NM_014047,NP_054766,28974,C19orf53,HSPC023 LYDG10,protein-coding,19p13.13,chromosome 19 open reading frame 53
2559,NP_004765.2,0,0,0,NM_004774,NP_004765,5469,MED1,CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2,protein-coding,17q12,mediator complex subunit 1
2560,NP_115982.1,0,0,0,NM_032593,NP_115982,84681,HINT2,HIT-17,protein-coding,9p13.3,histidine triad nucleotide binding protein 2
2561,XP_016866507.1;XP_016866508.1;XP_016866509.1;XP_016866510.1;XP_016866511.1;XP_016866512.1;XP_016866513.1;NP_060773.3,0,0,0,NM_018303 XM_017011018 XM_017011019 XM_017011020 XM_017011021 XM_017011022 XM_017011023 XM_017011024,NP_060773 XP_016866507 XP_016866508 XP_016866509 XP_016866510 XP_016866511 XP_016866512 XP_016866513,55770,EXOC2,SEC5 SEC5L1 Sec5p,protein-coding,6p25.3,exocyst complex component 2
